"<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>"
"AFKS,D,20160606,000000,20.8300000,21.2900000,20.7100000,21.2550000,9027300"
"AFKS,D,20160607,000000,21.0700000,22.0100000,21.0000000,21.8500000,13177500"
"AFKS,D,20160608,000000,21.9100000,22.7950000,21.7150000,22.2000000,12697700"
"AFKS,D,20160609,000000,22.3000000,22.3000000,22.0400000,22.0650000,4199100"
"AFKS,D,20160610,000000,21.9600000,22.7000000,21.8450000,22.6000000,10488700"
"AFKS,D,20160614,000000,22.3000000,22.5000000,22.0350000,22.1850000,10446800"
"AFKS,D,20160615,000000,21.9950000,22.1150000,21.4950000,21.9900000,6921600"
"AFKS,D,20160616,000000,22.0000000,22.0000000,21.0700000,21.5500000,6329200"
"AFKS,D,20160617,000000,21.3650000,21.8850000,20.0000000,20.0000000,16324500"
"AFKS,D,20160620,000000,20.4950000,21.2000000,20.4050000,21.2000000,6260500"
"AFKS,D,20160621,000000,21.0000000,21.3900000,20.7600000,21.1000000,4942000"
"AFKS,D,20160622,000000,21.2250000,21.2700000,20.6950000,20.7400000,3139500"
"AFKS,D,20160623,000000,20.6300000,21.0000000,20.5400000,20.9650000,3297400"
"AFKS,D,20160624,000000,20.4500000,20.8900000,20.0300000,20.0550000,4663700"
"AFKS,D,20160627,000000,20.0750000,20.1350000,19.6050000,19.8200000,5610000"
"AFKS,D,20160628,000000,20.0200000,20.2300000,19.6200000,19.6400000,2530800"
"AFKS,D,20160629,000000,19.6200000,20.6000000,19.6200000,20.5400000,11740100"
"AFKS,D,20160630,000000,20.5750000,20.9900000,20.3450000,20.4500000,4868200"
"AFKS,D,20160701,000000,20.3500000,21.4800000,20.3100000,21.3500000,7015600"
"AFKS,D,20160704,000000,21.4000000,21.5950000,21.0300000,21.2900000,2444700"
"AFKS,D,20160705,000000,21.3850000,21.9200000,21.1700000,21.6100000,3989000"
"AFKS,D,20160706,000000,21.7500000,21.7500000,21.1750000,21.2250000,3897600"
"AFKS,D,20160707,000000,21.3650000,21.8900000,21.0550000,21.2700000,10728100"
"AFKS,D,20160708,000000,21.1450000,21.2350000,20.7500000,20.9850000,1816200"
"AFKS,D,20160711,000000,21.0300000,21.6900000,21.0150000,21.4500000,9387100"
"AFKS,D,20160712,000000,21.4150000,21.7650000,21.2300000,21.7650000,6900800"
"AFKS,D,20160713,000000,21.2700000,21.6500000,21.0550000,21.4050000,6392500"
"AFKS,D,20160714,000000,21.5000000,21.5950000,21.1450000,21.5000000,2545200"
"AFKS,D,20160715,000000,21.5700000,21.7350000,21.2650000,21.3200000,3674900"
"AFKS,D,20160718,000000,21.2600000,21.7000000,21.2100000,21.4800000,2270500"
"AFKS,D,20160719,000000,21.4800000,21.7850000,21.2000000,21.3850000,6553400"
"AFKS,D,20160720,000000,21.3000000,21.7500000,21.0600000,21.7500000,2610400"
"AFKS,D,20160721,000000,21.7200000,21.8900000,21.5150000,21.8400000,2052400"
"AFKS,D,20160722,000000,21.7500000,22.0700000,21.6250000,21.9450000,2740000"
"AFKS,D,20160725,000000,21.9450000,22.1700000,21.6000000,21.8450000,2415300"
"AFKS,D,20160726,000000,21.8400000,22.5000000,21.6250000,22.4850000,6421500"
"AFKS,D,20160727,000000,22.5200000,22.6000000,22.0300000,22.5000000,2975300"
"AFKS,D,20160728,000000,22.5800000,23.4500000,22.3000000,23.4500000,9351600"
"AFKS,D,20160729,000000,23.4350000,23.5950000,22.9000000,23.0550000,5846400"
"AFKS,D,20160801,000000,23.0700000,23.4500000,22.8850000,23.3500000,1977100"
"AFKS,D,20160802,000000,23.3200000,23.3750000,22.6400000,23.1600000,5774700"
"AFKS,D,20160803,000000,23.2650000,23.7250000,23.1100000,23.4000000,4647300"
"AFKS,D,20160804,000000,23.4800000,23.6650000,23.1700000,23.3000000,2506700"
"AFKS,D,20160805,000000,23.3000000,23.4950000,23.0950000,23.3000000,2087100"
"AFKS,D,20160808,000000,23.4700000,23.4700000,23.0300000,23.2600000,1694200"
"AFKS,D,20160809,000000,23.4450000,23.4800000,23.2100000,23.3100000,3084800"
"AFKS,D,20160810,000000,23.2600000,23.3000000,22.7000000,22.9900000,2035600"
"AFKS,D,20160811,000000,23.0500000,23.4400000,22.9000000,23.2550000,3156700"
"AFKS,D,20160812,000000,23.2200000,23.4600000,22.9800000,23.2750000,4257800"
"AFKS,D,20160815,000000,23.2900000,23.3100000,23.0100000,23.0100000,1879500"
"AFKS,D,20160816,000000,23.0400000,23.3000000,23.0400000,23.2700000,3566500"
"AFKS,D,20160817,000000,23.1450000,23.3000000,22.9050000,23.1850000,2737900"
"AFKS,D,20160818,000000,23.1750000,23.3750000,22.9150000,23.0000000,5154300"
"AFKS,D,20160819,000000,22.9900000,22.9900000,22.1450000,22.2700000,5124800"
"AFKS,D,20160822,000000,22.2700000,22.9950000,21.8200000,22.6600000,3351100"
"AFKS,D,20160823,000000,22.7500000,22.9350000,22.4050000,22.6850000,2302900"
"AFKS,D,20160824,000000,22.5400000,23.0700000,22.5250000,22.9000000,2496600"
"AFKS,D,20160825,000000,23.0950000,23.1350000,22.7300000,23.0950000,2595000"
"AFKS,D,20160826,000000,23.0950000,23.0950000,22.6150000,23.0000000,2044300"
"AFKS,D,20160829,000000,22.9850000,23.0800000,22.6950000,23.0800000,1712400"
"AFKS,D,20160830,000000,23.0200000,23.1750000,22.7600000,23.0250000,1805100"
"AFKS,D,20160831,000000,23.1200000,23.1200000,22.6000000,22.7000000,4711500"
"AFKS,D,20160901,000000,22.6800000,22.8200000,22.1000000,22.1650000,6358300"
"AFKS,D,20160902,000000,22.2250000,22.2550000,21.8900000,22.1100000,3605800"
"AFKS,D,20160905,000000,22.1600000,22.2200000,21.9000000,21.9850000,2248200"
"AFKS,D,20160906,000000,21.9800000,22.9000000,21.8150000,22.5350000,5872100"
"AFKS,D,20160907,000000,22.6500000,22.6500000,22.0600000,22.1300000,6158100"
"AFKS,D,20160908,000000,22.1300000,22.2450000,21.3850000,21.5500000,6221900"
"AFKS,D,20160909,000000,21.5250000,21.5400000,21.1300000,21.2000000,5273500"
"AFKS,D,20160912,000000,21.1250000,21.2400000,20.6200000,20.8900000,8515000"
"AFKS,D,20160913,000000,21.0200000,21.4700000,20.9150000,21.1700000,8124700"
"AFKS,D,20160914,000000,21.1800000,21.5500000,21.0500000,21.2350000,5382800"
"AFKS,D,20160915,000000,21.1250000,21.2350000,20.7150000,20.8600000,3821700"
"AFKS,D,20160916,000000,20.8500000,21.2500000,19.8200000,20.1600000,6945700"
"AFKS,D,20160919,000000,20.1500000,20.5800000,19.9000000,20.3350000,12983100"
"AFKS,D,20160920,000000,20.4350000,20.5000000,20.3100000,20.5000000,6069400"
"AFKS,D,20160921,000000,20.5500000,20.6550000,20.2350000,20.4950000,10339600"
"AFKS,D,20160922,000000,20.5650000,21.3500000,20.3300000,21.0500000,11710900"
"AFKS,D,20160923,000000,21.1200000,21.1500000,20.6750000,20.8050000,3867100"
"AFKS,D,20160926,000000,20.7000000,20.8200000,20.2200000,20.6500000,5946200"
"AFKS,D,20160927,000000,20.6700000,20.8800000,20.3000000,20.4350000,4633500"
"AFKS,D,20160928,000000,20.4500000,20.6800000,20.2500000,20.3000000,9408900"
"AFKS,D,20160929,000000,20.5650000,20.5650000,20.2900000,20.2900000,2276000"
"AFKS,D,20160930,000000,20.2000000,20.3850000,20.1350000,20.3100000,2823500"
"AFKS,D,20161003,000000,20.3000000,20.7000000,20.1850000,20.7000000,5186000"
"AFKS,D,20161004,000000,20.6850000,20.7600000,20.4000000,20.5100000,3633000"
"AFKS,D,20161005,000000,20.5550000,20.8700000,20.3650000,20.8000000,6804600"
"AFKS,D,20161006,000000,20.5500000,20.5800000,20.2600000,20.3900000,2842200"
"AFKS,D,20161007,000000,20.4300000,20.5450000,20.2900000,20.3450000,1946000"
"AFKS,D,20161010,000000,20.3550000,20.4400000,20.3000000,20.3750000,3608800"
"AFKS,D,20161011,000000,20.4100000,20.4900000,20.1650000,20.3600000,3776700"
"AFKS,D,20161012,000000,20.3000000,20.3500000,20.0200000,20.0750000,6594800"
"AFKS,D,20161013,000000,20.0800000,20.9500000,20.0500000,20.2500000,14497800"
"AFKS,D,20161014,000000,20.2450000,20.7900000,20.1450000,20.5100000,7021000"
"AFKS,D,20161017,000000,20.5700000,20.8000000,20.4550000,20.6300000,3650100"
"AFKS,D,20161018,000000,20.7400000,20.8700000,20.5100000,20.6500000,7060700"
"AFKS,D,20161019,000000,20.6400000,20.6650000,20.4950000,20.5150000,3389400"
"AFKS,D,20161020,000000,20.5950000,20.7300000,20.5200000,20.6700000,3662100"
"AFKS,D,20161021,000000,20.6400000,20.6400000,20.0900000,20.1250000,7730200"
"AFKS,D,20161024,000000,20.1600000,20.2150000,19.6300000,19.8900000,6202600"
"AFKS,D,20161025,000000,19.8900000,20.6300000,19.8450000,20.5100000,8655800"
"AFKS,D,20161026,000000,20.4200000,20.6100000,20.0300000,20.0400000,4349100"
"AFKS,D,20161027,000000,20.1300000,20.1300000,19.8000000,19.8550000,4844700"
